OrderID,OrderDate,CustomerID,CustomerName,Gender,Age,City,Area,RestaurantID,RestaurantName,Cuisine,RestaurantRating,ItemName,CategoryName,Quantity,UnitPrice,TotalAmount,OrderStatus,PaymentMode,PaymentStatus,PartnerName,VehicleType,DistanceKM,DeliveryTimeMin,FoodRating,DeliveryRating
ORD10015,08-02-2024,CUST2010,Anika Gupta,Female,60,Pune,Hinjewadi,R004,Punjabi Tadka,North Indian,4.4,Paneer Tikka,Starters,4,220,880,Cancelled,DEBIT CARD,Failed,Ravi Rao,Bike,0.9,14,,
ORD10379,05/24/2024,CUST2280,Divya Rao,F,49,Pune,Viman Nagar,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,3,220,,Delivered,UPI,Paid,Manoj Nair,E-Bike,8.8,57,5,3
ORD10346,04/17/2024,CUST2253,Sai Desai,MALE,26,,Karol Bagh,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,1,90,90,Returned,Credit Card,Refunded,Pooja Gupta,E-Bike,10.2,46,,
ORD10057,19-Dec-24,CUST2044,Myra Desai,Female,40,Hyderabad,Madhapur,R010,  Kebab Junction  ,Mughlai,4.3,Seekh Kebab,Starters,2,220,₹440.0,RETURNED,upi,Refunded,Pooja Gupta,E-Bike,1.3,11,,
ORD10273,14-Sep-24,CUST2202,Reyansh Patel,Male,57,Hyderabad,Gachibowli,R011,Curry House,north indian,4.1,Paneer Tikka,Starters,3,220,1195.57,Cancelled,Credit Card,Failed,Kiran Desai,Bicycle,2.7,19,,
ORD10170,17-07-2024,CUST2125,Ananya Menon,Female,26,Pune,Hinjewadi,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,1,160,160,DELIVERED,Cash on Delivery,Paid,Meera Bose,Bike,4.5,35,5,
ORD10189,,CUST2140,Ananya Chatterjee,FEMALE,49,Delhi,Rohini,R009,The Bakers Oven,Bakery,,Croissant,Bakery,1,90,90,Delivered,Wallet,Paid,Myra Pillai,E-Bike,1.8,17,4,4
ORD10496,09-03-2024 02:12,CUST2366,Arjun Gupta,Male,44,mumbai,Malad,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,5,₹210.0,1050,DELIVERED,credit card,Paid,Kavya Mukherjee,Scooter,14.7,83,4,4
ORD10499,24-08-2024 03:33,CUST2369,KAVYA DAS,m,59,Kolkata,Salt Lake,R009,The Bakers Oven,Bakery,4,Croissant,Bakery,3,Rs.90.0,270,delivered,Credit Card,Paid,Ravi Rao,Bicycle,3.7,27,4,4
ORD10341,13-09-2024 13:51,CUST2250,Sanjay Menon,male,29,Mumbai,Bandra,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,5,210,₹1050.0,Delivered,DEBIT CARD,Paid,Aarohi Patel,Bicycle,12.7,72,5,4
ORD10095,01-04-2024 15:38,CUST2008,Vihaan Pillai,Male,39,Kolkata,Salt Lake,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,4,180,720,Delivered,WALLET,Paid,Nikhil Malhotra,Bicycle,12.9,72,4,3
ORD10405,22-11-2024,CUST2301,Suresh Malhotra,M,41,NA,Kothrud,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,4,Rs.100.0,400,Delivered,Credit Card,Paid,Aarohi Patel,Scooter,7.5,39,,3
ORD10020,28-04-2024,CUST2014,Diya Chatterjee,Male,19,Hyderabad,Banjara Hills,R013,Sweet Tooth,Desserts,4.6,Ice Cream Sundae,Desserts,0,150,300,DELIVERED,Credit Card,Paid,Aditya Menon,Bike,13,64,3,4
ORD10308,17-01-2024 11:20,CUST2228,Aarohi Chatterjee,f,,kolkata,Salt Lake,R010,Kebab Junction,Mughlai,4.3,Mutton Rogan Josh,Main Course,4,320,1280,Returned,Debit Card,Refunded,Suresh Kumar,Bike,8.2,49,,
ORD10075,02-Jun-24,CUST2056,Nikhil Chatterjee,FEMALE,36,Bangalore,HSR Layout,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,2,280,560,Delivered,Cash on Delivery,Paid,Vivaan Singh,E-Bike,250,61,5,3
ORD10032,19-Feb-24,CUST2001,Ravi Patel,f,20,Pune,Kharadi,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,2,280,560,returned,UPI,Refunded,Nikhil Malhotra,Bicycle,3.6,19,,
ORD10484,28-01-2024 04:15,CUST2358,Ananya Nair,male,53,hyderabad,Gachibowli,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,5,Rs.210.0,Rs.1050.0,delivered,UPI,Paid,Ishaan Joshi,Bike,13.7,65,4,5
ORD10318,31-03-2024,CUST2232,Deepak Desai,m,36,Delhi,,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,3,120,360,Delivered,wallet,Paid,Aarohi Patel,E-Bike,8.2,48,4,5
ORD10472,04-11-2024,CUST2059,Vikram Mukherjee,F,5,bangalore,Indiranagar,R005,Burger Point,Fast Food,3.9,French Fries,Sides,2,90,180,Returned,WALLET,Refunded,Krishna Chatterjee,Bike,3.6,21,,
ORD10129,08-Nov-24,CUST2043,Sneha Bose,M,24,Hyderabad,Gachibowli,R015,Chaat Corner,Street Food,4,Bhel Puri,Street Food,3,70,Rs.210.0,Delivered,Wallet,Paid,Krishna Chatterjee,Scooter,6.2,34,3,
ORD10217,27-09-2024 08:46,CUST2160,Kiran Patel,Female,5,Mumbai,Powai,R003,Dragon Wok,Chinese,4,Veg Noodles,Noodles,4,160,640,DELIVERED,cash on delivery,Paid,Aditya Menon,E-Bike,12.2,71,3,4
ORD10298,14-Nov-24,CUST2220,Kiran Reddy,F,46,BANGALORE,Indiranagar,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,3,180,540,Cancelled,UPI,Refunded,Krishna Chatterjee,Bicycle,14.3,-15,,
ORD10252,02-11-2024 15:11,CUST2186,Gita Kapoor,M,25, Bangalore ,HSR Layout,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,5,260,1300,Delivered,UPI,Paid,Meera Bose,E-Bike,6.1,32,4,5
ORD10122,21-04-2024 11:52,CUST2090,Vivaan Pillai,Female,34, Kolkata ,Salt Lake,R012,Noodle Story,chinese,3.7,Veg Noodles,Noodles,5,160,800,Delivered,UPI,Paid,Aarav Reddy,Bike,8.5,44,5,3
ORD10295,05-08-2024 05:01,CUST2219,Pooja Kumar,Male,43,HYDERABAD,Madhapur,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,4,₹90.0,360,Delivered,UPI,Paid,Sai Iyer,Bike,,40,4,5
ORD10452,19-10-2024 04:46,CUST2335,Vivaan Verma,MALE,37,Delhi,Saket,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,4,90,360,Delivered,debit card,Paid,Kavya Mukherjee,Bike,3.7,29,5,5
ORD10260,06-08-2024,CUST2193,Anika Rao,m,44,Chennai,T Nagar,R009,The Bakers Oven,Bakery,4,Chocolate Cake,Desserts,5,₹350.0,Rs.1750.0,Delivered,DEBIT CARD,Paid,Meera Bose,Scooter,13.2,78,5,5
ORD10219,09/14/2024,CUST2162,Sanjay Verma,f,22,Mumbai,Powai,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,5,180,900,Returned,Wallet,Refunded,Ravi Rao,Bike,6.9,43,,
ORD10038,25-03-2024 00:51,CUST2030,Sunita Kapoor,FEMALE,40, Delhi ,Karol Bagh,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,4,70,486.06,Delivered,N/A,Paid,Reyansh Sharma,Bike,11,57,4,4
ORD10382,20-02-2024,CUST2249,Kiran Sharma,Female,36,DELHI,Connaught Place,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,1,90,90,Cancelled,Credit Card,Refunded,Ishaan Joshi,Bike,6.7,41,,
ORD10211,08-01-2024 10:15,CUST2075,Sai Patel,female,30,pune,Baner,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,5,₹140.0,700,Delivered,Debit Card,Paid,Aarohi Patel,Scooter,14.9,79,4,5
ORD10325,18-Mar-24,CUST2218,Nikhil Pillai,m,21,mumbai,Malad,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,3,180,540,Delivered,UPI,Paid,Meera Bose,Scooter,1.1,16,4,4
ORD10190,02-03-2024,CUST2044,Myra Desai,Female,40,Hyderabad,Kukatpally,R003,Dragon Wok,Chinese,4,Spring Rolls,Starters,1,140,140,Delivered,UPI,Paid,Suresh Kumar,E-Bike,10.8,58,5,5
ORD10102,25-06-2024 03:20,CUST2076,Vivaan Iyer,MALE,20,PUNE,Kharadi,R005,Burger Point,Fast Food,,Veg Burger,Burger,2,110,220,DELIVERED,CASH ON DELIVERY,Paid,Anika Kapoor,Scooter,9.9,,5,4
ORD10055,26-06-2024 10:01,CUST2042,Manoj Reddy,f,32, Delhi ,Rohini,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,1,180,180,Delivered,,Paid,Vivaan Singh,E-Bike,14.2,85,,4
ORD10056,16-10-2024 09:30,CUST2043,Sneha Bose,Male,24,hyderabad,Kukatpally,R010,Kebab Junction,Mughlai,4.3,Seekh Kebab,Starters,5,220,1100,DELIVERED,Debit Card,Paid,Aditya Menon,Scooter,0.9,17,3,5
ORD10465,22-12-2024 22:46,CUST2342,Arjun Desai,MALE,57,Delhi,Saket,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,5,220,1100,delivered,UPI,Paid,Krishna Chatterjee,E-Bike,5.2,32,4,3
ORD10042,07-06-2024,CUST2033,Manoj Chatterjee,female,37,Chennai,OMR,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,1,180,180,Cancelled,Credit Card,Failed,Vivaan Singh,Bicycle,4.2,25,,
ORD10204,10-04-2024 18:01,CUST2152,Nikhil Das,FEMALE,35,MUMBAI,Powai,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,5,260,1300,Cancelled,upi,Failed,Ravi Rao,Bicycle,11,67,,6
ORD10145,23-06-2024 09:36,CUST2105,Sunita Sharma,M,47,pune,Viman Nagar,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,1,Rs.180.0,180,Delivered,Cash on Delivery,Paid,Pooja Gupta,Bicycle,,,5,3
ORD10297,15-11-2024,CUST2172,Sunita Verma,f,,Pune,Baner,R007,Sushi Yama,Japanese,0,Chicken Ramen,Main Course,3,280,840,Cancelled,DEBIT CARD,Failed,Suresh Kumar,Bike,11.7,53,,
ORD10337,25-02-2024 04:21,CUST2128,Vikram Kumar,m,37, Mumbai ,Bandra,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,3,140,₹420.0,Delivered,WALLET,Paid,Krishna Chatterjee,Bike,8.9,49,5,3
ORD10176,11-02-2024 00:48,CUST2130,Ishaan Singh,female,36, Mumbai ,Powai,R015,Chaat Corner,Street Food,4,Bhel Puri,Street Food,3,70,210,DELIVERED,CASH ON DELIVERY,Paid,Reyansh Sharma,Bike,14.2,66,3,4
ORD10353,25-08-2024 09:02,CUST2073,Sunita Joshi,Female,41,Delhi,Connaught Place,R011,  Curry House  ,north indian,4.1,Butter Chicken,Main Course,4,260,1040,Delivered,UPI,Paid,Aarohi Patel,Bike,3.2,19,3,5
ORD10425,18-01-2024 13:50,CUST2317,Divya Nair,f,47,PUNE,Kharadi,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,3,120,360,DELIVERED,Wallet,Paid,Meera Bose,Bike,2.4,18,4,5
ORD10475,30-05-2024 17:30,CUST2351,Rohan Das,F,33,bangalore,Electronic City,R013,Sweet Tooth,Desserts,4.6,Ice Cream Sundae,Desserts,2,150,300,DELIVERED,WALLET,Paid,Ishaan Joshi,Bike,11.9,71,4,0
ORD10349,08-08-2024 07:05,CUST2256,unknown,Male,54,bangalore,,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,4,210,840,Delivered,CASH ON DELIVERY,Paid,Vikram Das,Bicycle,0.8,17,5,3
ORD10258,04-06-2024 02:59, CUST2191 ,Aadhya Verma,F,56,Chennai,OMR,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,5,160,Rs.800.0,CANCELLED,UPI,Failed,Reyansh Sharma,Bike,14.7,61,,
ORD10354,16-02-2024 21:57,CUST2033,Manoj Chatterjee,Female,,Chennai,T Nagar,R002,Pizza Palace,italian,4.1,Pepperoni Pizza,Pizza,5,320,1600,Delivered,Credit Card,Paid,Ishaan Joshi,E-Bike,5.6,41,5,4
ORD10050,23-10-2024 06:29,CUST2027,Priya Mukherjee,FEMALE,27,Delhi,Rohini,R015,Chaat Corner,Street Food,4,Vada Pav,Street Food,3,50,150,Delivered,Debit Card,Paid,,E-Bike,13.1,67,4,5
ORD10125,28-10-2024 09:26,CUST2093,Aarohi Gupta,NA,22,Bangalore,Jayanagar,R001,Biryani Blues,Biryani,,Mutton Biryani,Main Course,5,280,1400,Returned,UPI,Refunded,Krishna Chatterjee,E-Bike,7,44,,
ORD10381,20-07-2024,CUST2282,Ramesh Gupta,N/A,58,HYDERABAD,Gachibowli,R010,Kebab Junction,Mughlai,4.3,Chicken Kebab,Starters,5,240,1200,Delivered,Debit Card,Paid,Sai Iyer,Scooter,2.2,23,5,4
ORD10012,25-12-2024 19:46,CUST2001,Ravi Patel,FEMALE,20,pune,Kothrud,R015,Chaat Corner,Street Food,4,Pani Puri,Street Food,2,₹60.0,Rs.120.0,Delivered,cash on delivery,Paid,Ishaan Joshi,E-Bike,0,57,,4
ORD10407,12/25/2024,CUST2047,Nikhil Desai,m,19,Bangalore,Indiranagar,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,2,Rs.130.0,260,Delivered,Debit Card,Paid,Krishna Chatterjee,Scooter,13.1,81,5,5
ORD10306,03/16/2024,CUST2227,Ravi Singh,m,32, Pune ,Kothrud,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,4,Rs.90.0,360,cancelled,Wallet,Failed,Aarav Reddy,Bicycle,12.9,64,,
ORD10208,16-04-2024 05:27,CUST2155,Ishaan Gupta,M,39,null,Karol Bagh,R015,Chaat Corner,Street Food,4,Bhel Puri,Street Food,2,Rs.70.0,140,DELIVERED,,Paid,Anika Kapoor,Scooter,9.8,49,3,5
ORD10151,11-12-2024,CUST2109,Priya Das,m,30,Delhi,Saket,R005,Burger Point,Fast Food,3.9,Veg Burger,Burger,4,110,440,Delivered,DEBIT CARD,Paid,Suresh Kumar,E-Bike,9.1,51,,4
ORD10241,02-Jan-24,CUST2018,Riya Kapoor,male,60,Pune,Viman Nagar,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,-4,70,Rs.280.0,Delivered,Wallet,Paid,Manoj Nair,Bicycle,8.8,45,5,4
ORD10013,25-07-2024,CUST2009,Riya Chatterjee,F,53,pune,Baner,R003,Dragon Wok,Chinese,4,Veg Noodles,Noodles,3,Rs.160.0,480,Cancelled,UPI,Refunded,Ravi Rao,Bike,,20,,
ORD10230,08-03-2024 11:53,CUST2172,Sunita Verma,f,18,Pune,Hinjewadi,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,4,Rs.180.0,720,Cancelled,,Refunded,Ishaan Joshi,Scooter,7.2,45,,
ORD10240,08-02-2024 20:29,CUST2141,Priya Sharma,Male,45,Bangalore,HSR Layout,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,1,180,Rs.180.0,Delivered,UPI,Paid,Kavya Mukherjee,Bicycle,11.1,57,4,4
ORD10103,20-02-2024 18:49,CUST2008,Vihaan Pillai,,39,Kolkata,Park Street,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,4,180,720,Delivered,Credit Card,Paid,Suresh Kumar,Bicycle,5.2,38,4,5
ORD10159,14-04-2024 06:56,CUST2116,Vikram Bose,FEMALE,38,Chennai,T Nagar,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,1,210,210,Returned,Cash on Delivery,Refunded,Vivaan Singh,E-Bike,3.9,24,,
ORD10205,11-03-2024 08:18,CUST2153,Sneha Verma,F,55,Pune,Kharadi,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,3,180,₹540.0,Returned,Credit Card,Refunded,Aarav Reddy,Scooter,,80,,
ORD10203,25-01-2024 19:00,CUST2151,Vikram Patel,female,31,Delhi,Rohini,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,5,180,900,Delivered,WALLET,Paid,Nikhil Malhotra,Scooter,8.8,49,3,5
ORD10185,30-09-2024 14:46,CUST2052,Krishna Chatterjee,female,40,KOLKATA,Park Street,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,2,100,200,delivered,,Paid,Aarohi Patel,Bicycle,11.8,74,3,4
ORD10029,17-10-2024 07:21,CUST2022,Divya Verma,Female,31,Kolkata,Ballygunge,R007,Sushi Yama,Japanese,4.2,Miso Soup,Starters,1,₹150.0,241.85,Delivered,Cash on Delivery,Paid,Nikhil Malhotra,Scooter,5,35,5,5
ORD10181,09-01-2024,CUST2133,Aditya Desai,m,57,chennai,Anna Nagar,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,4,220,880,Delivered,wallet,Paid,Krishna Chatterjee,Bike,4.8,25,5,
ORD10107,02-07-2024 23:36,CUST2080,Ishaan Nair,M,43,Mumbai,Powai,R009,The Bakers Oven,Bakery,4,Croissant,Bakery,2,90,180,CANCELLED,wallet,Failed,Meera Bose,Bike,1.4,13,,
ORD10365,29-05-2024,CUST2236,Divya Iyer,f,49,hyderabad,Secunderabad,R012,Noodle Story,Chineese,3.7,Spring Rolls,Starters,1,140,140,Delivered,Cash on Delivery,Paid,Aditya Menon,Bicycle,,60,3,3
ORD10450,10-01-2024 08:13,CUST2333,Vivaan Patel,Male,31,Hyderabad,Secunderabad,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,5,210,Rs.1050.0,Delivered,Debit Card,Paid,Manoj Nair,Bike,7.8,50,4,5
ORD10383,18-02-2024 16:17,CUST2283,Neha Kumar,FEMALE,41,HYDERABAD,Kukatpally,R015,Chaat Corner,Street Food,4,Vada Pav,Street Food,5,50,₹250.0,delivered,CreditCard,Paid,Nikhil Malhotra,Bike,4,27,4,4
ORD10282,07-08-2024,CUST2210,Ravi Reddy,F,41,Kolkata,Salt Lake,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,4,260,1040,Delivered,Wallet,Paid,Krishna Chatterjee,Bike,5.8,,3,
ORD10083,07-10-2024 01:54,CUST2062,Ishaan Reddy,Male,22,Mumbai,Andheri,R009,The Bakers Oven,Bakery,4,Cupcake,Desserts,5,80,400,Delivered,Debit Card,Paid,Suresh Kumar,E-Bike,3,23,5,4
ORD10191,22-11-2024 04:00,CUST2085,Deepak Gupta,Female,,Mumbai,,R004,Punjabi Tadka,North Indian,4.4,Paneer Tikka,Starters,5,₹220.0,1100,Returned,Wallet,Refunded,Pooja Gupta,Scooter,4.2,25,,
ORD10053,05-03-2024 14:37,CUST2040,Amit Malhotra,male,42,MUMBAI,Dadar,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,1,Rs.210.0,210,Delivered,UPI,Paid,Pooja Gupta,Bicycle,11.4,55,3,5
ORD10135,26-Apr-24,CUST2098,Diya Nair,female,24,chennai,Anna Nagar,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,5,260,Rs.1300.0,Delivered,Debit Card,Paid,Sai Iyer,E-Bike,1.9,19,4,4
ORD10131,02-08-2024 21:14,CUST2095,Meera Patel,FEMALE,41,CHENNAI,Adyar,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,4,Rs.210.0,840,Delivered,credit card,Paid,Ravi Rao,E-Bike,1.4,19,3,4
ORD10202,13-12-2024,CUST2150,Saanvi Patel,,59,Delhi,Karol Bagh,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,1,180,180,Delivered,credit card,Paid,Suresh Kumar,Bike,4,33,4,5
ORD10099,23-06-2024,CUST2073,Sunita Joshi,female,41,DELHI,Karol Bagh,R003,Dragon Wok,Chinese,4,Spring Rolls,Starters,1,,140,Delivered,DEBIT CARD,Paid,Anika Kapoor,E-Bike,11.7,65,4,3
ORD10275,04-01-2024 13:07,CUST2204,Sai Mukherjee,MALE,37,Mumbai,Dadar,R005,  Burger Point  ,Fast Food,3.9,Cheese Burger,Burger,3,₹130.0,390,Delivered,UPI,Paid,Aarav Reddy,Scooter,7.5,40,5,
ORD10263,19-Sep-24,CUST2189,Reyansh Gupta,MALE,50,Delhi,Dwarka,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,2,Rs.120.0,312.99,CANCELLED,CREDIT CARD,Refunded,Suresh Kumar,Scooter,3,25,,
ORD10235,17-10-2024 01:31,CUST2176,Rahul Kapoor,M,23,Bangalore,Indiranagar,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,5,130,650,Delivered,UPI,Paid,Ishaan Joshi,E-Bike,12.7,62,,3
ORD10373,06-11-2024 12:35,CUST2275,Vivaan Pillai,M,49,Kolkata,Park Street,R008,Taco Fiesta,Mexican,-1,Nachos,Starters,2,180,₹360.0,Delivered,wallet,Paid,Pooja Gupta,E-Bike,13.5,85,5,4
ORD10422,04/14/2024,CUST2315,Sneha Pillai,MALE,36,,Viman Nagar,R002,Pizza Palace,Italian,4.1,Pepperoni Pizza,Pizza,4,320,Rs.1280.0,DELIVERED,debit card,Paid,Aarav Reddy,Bike,12.6,66,5,5
ORD10218,23-12-2024 10:43,CUST2161,,male,55,Delhi,Karol Bagh,R011,  Curry House  ,North Indian,4.1,Paneer Tikka,Starters,2,220,440,Delivered,cash on delivery,Paid,Suresh Kumar,Bike,13,80,4,5
ORD10127,26-05-2024 04:51,CUST2076,Vivaan Iyer,M,20,Pune,Viman Nagar,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,-4,180,720,Delivered,Cash on Delivery,Paid,Aarav Reddy,E-Bike,12,58,,4
ORD10296,11-08-2024,CUST2102,Reyansh Sharma,Female,23,MUMBAI,Malad,R004,Punjabi Tadka,north indian,4.4,Dal Makhani,Main Course,5,180,1240.43,Returned,wallet,Refunded,Reyansh Sharma,Bike,4.6,31,,
ORD10106,18-04-2024 15:11,CUST2079,Pooja Reddy,Male,34,Pune,Hinjewadi,R013,Sweet Tooth,Desserts,4.6,Ice Cream Sundae,Desserts,3,150,Rs.450.0,Delivered,Cash on Delivery,Paid,Manoj Nair,Bicycle,5.9,32,5,5
ORD10317,12-02-2024,CUST2110,Kiran Joshi,FEMALE,23,pune,Kharadi,R002,Pizza Palace,Italian,4.1,Pepperoni Pizza,Pizza,4,320,1280,Cancelled,UPI,Failed,Ravi Rao,E-Bike,8.2,51,,
ORD10421,08-01-2024 23:11,CUST2314,Saanvi Verma,Male,59,Mumbai,Powai,R013,  Sweet Tooth  ,Desserts,4.6,Gulab Jamun,Desserts,1,90,135.3,Delivered,WALLET,Paid,Vivaan Singh,E-Bike,4.4,30,5,3
ORD10010,01-12-2024 11:32,CUST2007,Kavya Bose,M,31,Chennai,Anna Nagar,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,5,140,700,Delivered,credit card,Paid,Lakshmi Verma,Bicycle,2.1,18,5,5
ORD10104,07-10-2024 01:24,CUST2077,Rahul Singh,MALE,47,Bangalore,,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,2,₹210.0,420,delivered,UPI,Paid,Aditya Menon,E-Bike,4.3,29,4,5
ORD10213,23-08-2024 04:55,CUST2157,Vivaan Verma,m,25,Delhi,Connaught Place,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,5,Rs.320.0,1600,DELIVERED,Cash on Delivery,Paid,Ishaan Joshi,Bike,5.1,36,4,5
ORD10415,12-06-2024,CUST2309,,male,50,CHENNAI,Adyar,R005,Burger Point,Fast Food,3.9,French Fries,Sides,3,90,₹270.0,Cancelled,WALLET,Refunded,Manoj Nair,Bicycle,4.5,34,,
ORD10078,04-05-2024 20:50,CUST2059,Vikram Mukherjee,Female,20,Bangalore,Whitefield,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,1,120,120,RETURNED,UPI,Refunded,Kiran Desai,Bike,7.2,48,,
ORD10278,11-01-2024,CUST2137,Manoj Nair,F,39,MUMBAI,Andheri,R003,Dragon Wok,Chinese,4,Veg Noodles,Noodles,3,160,480,DELIVERED,Credit Card,Paid,Nikhil Malhotra,Bicycle,2.1,14,5,4
ORD10009,29-11-2024 20:22,CUST2006,Sanjay Kapoor,f,46,Bangalore,Indiranagar,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,3,260,₹780.0,DELIVERED,Wallet,Paid,Manoj Nair,Bicycle,0.9,500,3,3
ORD10453,28-04-2024 07:11,CUST2336,Kavya Verma,Male,38,delhi,Karol Bagh,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,4,320,1280,Delivered,cash on delivery,Paid,Nikhil Malhotra,Scooter,8.7,46,5,4
ORD10199,12-01-2024 05:48,CUST2148,Aadhya Mukherjee,M,,Kolkata,Ballygunge,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,-5,210,1050,DELIVERED,upi,Paid,Vivaan Singh,Scooter,10.9,59,5,
ORD10003,04-12-2024,CUST2003,Rahul Verma,m,32,kolkata,Salt Lake,R013,Sweet Tooth,Desserts,4.6,Ice Cream Sundae,Desserts,4,150,600,Delivered,UPI,Paid,Manoj Nair,Scooter,3.8,30,5,4
ORD10334,28-May-24,CUST2244,Ishaan Kumar,F,21,Mumbai,Malad,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,5,220,1100,delivered,upi,Paid,Nikhil Malhotra,Bicycle,6.9,43,5,5
ORD10222,07-02-2024 20:10,CUST2165,,F,31,Pune,Baner,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,1,70,₹70.0,CANCELLED,CASH ON DELIVERY,Failed,Vikram Das,E-Bike,-3.5,56,,
ORD10332,13-Sep-24,CUST2243,Meera Pillai,M,22, Chennai ,T Nagar,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,4,180,720,Delivered,Cash on Delivery,Paid,Vivaan Singh,Bicycle,12.4,79,,4
ORD10394,11-01-2024 22:20,CUST2292,Sunita Malhotra,female,54,delhi,Connaught Place,R009,The Bakers Oven,Bakery,4,Chocolate Cake,Desserts,5,350,1750,DELIVERED,Cash on Delivery,Paid,Anika Kapoor,E-Bike,9.6,55,4,3
ORD10269,08-12-2024,CUST2198,Nikhil Nair,FEMALE,46, Pune ,Hinjewadi,R005,Burger Point,Fast Food,3.9,French Fries,Sides,3,₹90.0,270,Delivered,WALLET,Paid,Aarav Reddy,Bike,6.6,39,5,
ORD10198,10-10-2024 00:54,CUST2147,Aarohi Verma,Female,48,Mumbai,Powai,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,3,280,840,Delivered,debit card,Paid,Kavya Mukherjee,Bicycle,2.7,24,4,4
ORD10026,20-Jan-24,CUST2019,Divya Joshi,female,,PUNE,Baner,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,2,180,360,Cancelled,UPI,Refunded,Lakshmi Verma,Bicycle,3.3,28,,
ORD10285,12-02-2024 21:36,CUST2212,Diya Sharma,F,57,kolkata,Howrah,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,2,130,Rs.260.0,Delivered,UPI,Paid,Ishaan Joshi,E-Bike,11.7,52,5,4
ORD10299,06-07-2024 14:07,CUST2088,Anika Menon,MALE,33,Bangalore,Electronic City,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,3,90,270,Delivered,Cash on Delivery,Paid,Ravi Rao,Bicycle,11.3,54,4,5
